DEPTH,,CALI,RHOB,TNPH,SP,SGR,LLD,LLS,MSFLC,DTLN,DRHO,PERMCORE  .,PHICORE ,GDCORE
FT,,IN,G/C3,DEC,MV,GAPI,OHMM,OHMM,OHMM,US/F,G/C3,MD,FRAC,KGDM
8452.5,8392.5,8.15,2.215,0.175,-20.34,21.60,5.11,4.58,2.89,83.40,0.010,-999,-999,-999
8453.0,8393.0,8.15,2.222,0.175,-20.17,19.94,5.08,4.54,2.70,83.15,0.015,-999,-999,-999
8453.5,8393.5,8.15,2.244,0.173,-19.83,18.74,4.95,4.52,2.63,82.85,0.020,-999,-999,-999
8454.0,8394.0,8.15,2.232,0.168,-19.48,18.03,4.51,4.34,2.62,82.40,0.010,131.8,0.258,2.65
8454.5,8394.5,8.15,2.237,0.165,-19.31,18.11,4.00,3.97,2.54,83.05,0.011,-999,-999,-999
8455.0,8395.0,8.15,2.259,0.166,-18.94,18.08,3.73,3.64,2.36,82.89,0.021,1163,0.243,2.65
8455.5,8395.5,8.15,2.280,0.159,-19.00,18.79,3.65,3.48,2.17,80.60,0.032,-999,-999,-999
8456.0,8396.0,8.15,2.342,0.156,-19.16,20.20,3.61,3.41,2.07,80.55,0.062,61.42,0.183,2.66
8456.5,8396.5,8.15,2.368,0.166,-19.08,22.02,3.54,3.36,2.11,80.10,0.066,-999,-999,-999
8457.0,8397.0,8.15,2.347,0.169,-19.18,23.66,3.56,3.36,2.11,79.61,0.048,174.3,0.225,2.66
8457.5,8397.5,8.15,2.331,0.164,-19.39,24.82,3.63,3.42,2.15,81.45,0.043,-999,-999,-999
8458.0,8398.0,8.17,2.340,0.165,-19.68,26.80,3.72,3.49,2.19,82.60,0.036,155.2,0.207,2.65
8458.5,8398.5,8.18,2.356,0.181,-19.90,32.36,3.90,3.61,2.31,81.55,0.049,-999,-999,-999
8459.0,8399.0,8.20,2.409,0.200,-20.24,46.31,3.90,3.71,2.45,81.25,0.065,-999,-999,-999
8459.5,8399.5,8.27,2.448,0.217,-20.52,69.65,3.83,3.58,2.55,80.26,0.056,655.1,0.215,2.66
8460.0,8400.0,8.30,2.410,0.226,-20.51,85.68,3.57,3.23,2.57,81.00,0.019,-999,-999,-999
8460.5,8400.5,8.27,2.363,0.227,-20.63,86.88,3.16,2.89,2.52,81.60,0.006,0.48,0.149,2.68
8461.0,8401.0,8.21,2.330,0.219,-19.66,75.96,2.72,2.55,2.39,82.05,0.002,0.8,0.2,2.7
8461.5,8401.5,8.16,2.302,0.205,-19.21,64.01,2.38,2.23,2.12,82.20,0.004,-999,-999,-999
8462.0,8402.0,8.15,2.271,0.192,-18.39,54.01,2.16,2.01,1.80,81.80,0.007,-999,-999,-999
8462.5,8402.5,8.15,2.297,0.186,-17.81,42.96,2.02,1.86,1.55,81.20,0.015,-999,-999,-999
8463.0,8403.0,8.15,2.330,0.182,-17.53,34.28,2.04,1.81,1.36,81.00,0.018,113.6,0.228,2.64
8463.5,8403.5,8.14,2.310,0.183,-17.22,31.26,2.17,1.88,1.33,80.60,0.013,-999,-999,-999
8464.0,8404.0,8.15,2.289,0.184,-17.06,32.94,2.25,1.97,1.39,80.25,0.010,185.5,0.235,2.65
8464.5,8404.5,8.17,2.315,0.190,-16.88,33.81,2.26,2.00,1.47,80.10,0.009,-999,-999,-999
8465.0,8405.0,8.17,2.301,0.193,-16.89,33.56,2.20,1.98,1.49,79.61,0.003,226.6,0.231,2.65
8465.5,8405.5,8.17,2.300,0.191,-17.02,32.92,2.21,1.96,1.47,80.35,0.006,-999,-999,-999
8466.0,8406.0,8.18,2.328,0.184,-17.34,33.90,2.34,2.00,1.44,80.00,0.014,-999,-999,-999
8466.5,8406.5,8.18,2.369,0.187,-17.74,36.67,2.59,2.13,1.55,80.50,0.032,-999,-999,-999
8467.0,8407.0,8.21,2.345,0.196,-18.38,47.58,2.95,2.35,1.81,80.85,0.031,250.7,0.224,2.64
8467.5,8407.5,8.26,2.356,0.195,-18.91,59.11,3.21,2.60,2.13,80.21,0.018,-999,-999,-999
8468.0,8408.0,8.27,2.369,0.197,-19.52,61.25,3.37,2.77,2.38,81.55,0.014,0.72,0.15,2.67
8468.5,8408.5,8.27,2.396,0.204,-20.08,60.89,3.51,2.88,2.52,80.60,0.022,-999,0.125,2.69
8469.0,8409.0,8.31,2.461,0.221,-20.55,69.63,3.62,2.98,2.67,80.35,0.047,-999,-999,-999
8469.5,8409.5,8.34,2.450,0.244,-20.68,86.37,3.67,3.10,2.80,80.09,0.031,-999,-999,-999
8470.0,8410.0,8.34,2.447,0.257,-20.55,94.46,3.57,3.27,3.03,78.71,0.013,1.91,0.23,2.67
8470.5,8410.5,8.34,2.470,0.251,-20.06,94.58,3.44,3.26,3.14,79.95,0.015,-999,-999,-999
8471.0,8411.0,8.32,2.411,0.235,-19.52,89.43,3.01,2.89,2.93,80.21,0.012,-999,-999,-999
8471.5,8411.5,8.27,2.320,0.216,-18.84,75.36,2.49,2.43,2.47,81.30,0.003,0.32,0.175,2.68
8472.0,8412.0,8.19,2.293,0.193,-18.04,53.33,2.11,2.06,1.86,81.80,0.001,1.45,0.178,2.68
8472.5,8412.5,8.14,2.286,0.179,-17.46,33.38,1.94,1.82,1.41,81.60,0.005,-999,0.213,2.66
8473.0,8413.0,8.15,2.289,0.175,-16.89,23.02,1.97,1.75,1.23,81.25,0.007,588,0.227,2.65
8473.5,8413.5,8.15,2.289,0.171,-16.47,21.45,2.00,1.78,1.24,80.15,-0.003,127.8,0.233,2.69
8474.0,8414.0,8.15,2.302,0.167,-16.14,20.16,1.96,1.79,1.32,80.00,-0.003,-999,-999,-999
8474.5,8414.5,8.15,2.293,0.171,-15.92,21.55,1.91,1.75,1.34,80.01,0.003,-999,-999,-999
8475.0,8415.0,8.15,2.286,0.175,-15.64,23.62,1.82,1.69,1.30,81.50,0.005,326.5,0.2,2.65
8475.5,8415.5,8.15,2.287,0.176,-15.55,24.09,1.87,1.66,1.21,81.60,0.002,-999,-999,-999
8476.0,8416.0,8.15,2.310,0.180,-15.77,28.64,2.16,1.78,1.27,81.20,0.004,-999,-999,-999
8476.5,8416.5,8.19,2.357,0.189,-16.03,35.04,2.71,2.10,1.57,80.80,0.009,126.4,0.241,2.65
8477.0,8417.0,8.19,2.409,0.205,-16.14,45.19,3.40,2.61,2.14,78.71,0.021,-999,-999,-999
8477.5,8417.5,8.19,2.406,0.216,-16.22,57.24,3.54,3.13,2.82,78.95,0.012,79.34,0.21,2.65
8478.0,8418.0,8.18,2.422,0.221,-16.22,60.23,3.18,3.28,3.35,80.05,0.013,-999,-999,-999
8478.5,8418.5,8.18,2.392,0.225,-15.95,58.36,2.53,2.79,3.39,80.60,0.029,2.39,0.204,2.67
8479.0,8419.0,8.18,2.298,0.218,-15.84,54.59,1.97,2.07,2.80,82.85,0.025,0.46,0.165,2.69
8479.5,8419.5,8.18,2.261,0.195,-15.30,45.28,1.71,1.65,1.99,82.75,0.018,-999,-999,-999
8480.0,8420.0,8.18,2.290,0.179,-15.03,30.83,1.71,1.53,1.38,81.90,0.007,192.6,0.235,2.66
8480.5,8420.5,8.18,2.328,0.183,-15.02,26.93,2.09,1.67,1.32,82.00,0.004,-999,-999,-999
8481.0,8421.0,8.18,2.341,0.197,-15.25,32.50,2.54,2.01,1.62,81.20,0.009,219.2,0.209,2.65
8481.5,8421.5,8.19,2.337,0.201,-15.23,37.52,2.46,2.21,1.92,81.65,0.005,-999,-999,-999
8482.0,8422.0,8.18,2.330,0.191,-15.09,41.09,2.14,2.06,1.92,81.30,-0.003,14.22,0.205,2.66
8482.5,8422.5,8.19,2.297,0.178,-14.76,37.76,1.85,1.80,1.69,80.95,-0.013,92.29,0.196,2.65
8483.0,8423.0,8.18,2.277,0.172,-14.52,30.40,1.73,1.61,1.43,80.45,-0.016,-999,-999,-999
8483.5,8423.5,8.18,2.277,0.168,-14.32,22.98,1.79,1.56,1.29,79.70,-0.019,2048,0.236,2.65
8484.0,8424.0,8.19,2.289,0.168,-14.67,19.86,1.97,1.65,1.37,79.80,-0.009,-999,-999,-999
8484.5,8424.5,8.19,2.297,0.173,-14.65,23.22,2.36,1.86,1.50,79.35,-0.006,2210,0.248,2.65
8485.0,8425.0,8.18,2.319,0.179,-14.71,29.03,2.77,2.18,1.81,78.80,-0.005,-999,-999,-999
8485.5,8425.5,8.18,2.377,0.187,-14.64,38.75,3.00,2.42,2.36,79.20,0.000,295.5,0.218,2.64
8486.0,8426.0,8.18,2.402,0.199,-14.78,50.85,3.04,2.53,2.83,80.00,0.008,-999,-999,-999
8486.5,8426.5,8.20,2.389,0.199,-14.45,56.78,2.74,2.46,2.99,80.10,0.022,31.08,0.18,2.65
8487.0,8427.0,8.23,2.329,0.176,-14.24,52.22,2.33,2.21,2.63,80.30,0.006,11.83,0.157,2.66
8487.5,8427.5,8.15,2.327,0.157,-14.00,35.23,2.11,1.94,2.14,80.00,0.004,-999,-999,-999
8488.0,8428.0,8.15,2.340,0.157,-13.99,25.64,2.03,1.81,1.74,79.36,0.004,1323,0.229,2.65
8488.5,8428.5,8.15,2.320,0.159,-13.98,20.30,1.96,1.75,1.56,80.36,0.000,-999,-999,-999
8489.0,8429.0,8.15,2.304,0.158,-14.08,19.39,1.90,1.70,1.43,81.70,0.003,700.3,0.223,2.65
8489.5,8429.5,8.15,2.314,0.159,-13.94,18.03,1.84,1.65,1.37,82.30,0.008,901.6,0.235,2.65
8490.0,8430.0,8.15,2.314,0.160,-14.03,17.19,1.77,1.61,1.34,82.45,0.014,57.67,0.173,2.65
8490.5,8430.5,8.15,2.299,0.161,-14.31,18.01,1.78,1.59,1.34,81.50,0.008,-999,-999,-999
8491.0,8431.0,8.15,2.297,0.164,-14.30,19.15,1.84,1.62,1.33,80.65,0.004,1518,0.241,2.65
8491.5,8431.5,8.15,2.319,0.170,-14.34,21.22,1.86,1.65,1.38,79.55,0.007,-999,-999,-999
8492.0,8432.0,8.15,2.335,0.180,-14.62,24.27,1.92,1.69,1.45,79.01,0.003,-999,-999,-999
8492.5,8432.5,8.15,2.309,0.180,-14.61,29.17,1.91,1.74,1.45,79.95,0.004,14.56,0.167,2.76
8493.0,8433.0,8.15,2.291,0.173,-14.55,23.75,1.87,1.73,1.42,80.10,0.005,-999,-999,-999
8493.5,8433.5,8.15,2.291,0.170,-14.52,21.37,1.96,1.76,1.31,80.00,0.000,764.3,0.232,2.65
8494.0,8434.0,8.17,2.286,0.170,-14.63,22.31,1.97,1.81,1.32,79.95,-0.004,-999,-999,-999
8494.5,8434.5,8.19,2.316,0.173,-14.82,21.66,1.99,1.84,1.37,80.10,-0.001,1.71,0.172,2.79
8495.0,8435.0,8.18,2.333,0.169,-14.91,20.73,2.00,1.87,1.41,79.65,0.006,-999,-999,-999
8495.5,8435.5,8.18,2.345,0.168,-15.27,21.57,1.91,1.85,1.50,79.90,0.014,142.6,0.226,2.65
8496.0,8436.0,8.18,2.366,0.176,-15.62,21.11,1.90,1.79,1.59,80.40,0.011,-999,-999,-999
8496.5,8436.5,8.18,2.365,0.177,-16.15,21.55,2.04,1.83,1.61,80.60,0.011,3.79,0.149,2.68
8497.0,8437.0,8.18,2.333,0.173,-16.91,22.57,2.29,1.99,1.71,79.96,0.004,-999,-999,-999
8497.5,8437.5,8.20,2.363,0.186,-17.58,29.24,2.66,2.24,1.95,81.39,0.002,0.27,0.178,2.69
8498.0,8438.0,8.23,2.413,0.208,-18.34,45.78,3.25,2.65,2.51,80.60,0.008,-999,-999,-999
8498.5,8438.5,8.24,2.449,0.223,-18.92,59.92,3.52,3.21,3.15,81.20,0.022,0.26,0.167,2.69
8499.0,8439.0,8.25,2.504,0.247,-19.30,63.79,3.71,3.74,3.66,80.35,0.048,2.76,0.094,2.67
8499.5,8439.5,8.34,2.512,0.280,-19.54,79.80,3.95,4.08,3.94,80.30,0.050,-999,-999,-999
8500.0,8440.0,8.34,2.483,0.290,-19.86,92.07,4.13,4.33,4.10,80.00,0.014,-999,0.16,2.7
8500.5,8440.5,8.30,2.508,0.291,-19.83,96.20,4.08,4.46,4.30,79.65,0.009,-999,-999,-999
8501.0,8441.0,8.27,2.535,0.288,-19.82,96.08,4.19,4.37,4.32,80.00,0.024,-999,-999,-999
8501.5,8441.5,8.25,2.488,0.247,-19.59,94.33,4.11,4.13,4.14,79.60,0.025,-999,-999,-999
8502.0,8442.0,8.21,2.422,0.206,-19.13,81.81,3.88,3.87,3.78,78.85,0.017,10.94,0.194,2.67
8502.5,8442.5,8.18,2.412,0.199,-18.57,53.98,3.67,3.65,3.56,79.40,0.032,65.33,0.191,2.65
8503.0,8443.0,8.19,2.450,0.219,-18.45,52.01,3.43,3.43,3.54,79.16,0.056,-999,-999,-999
8503.5,8443.5,8.17,2.405,0.224,-17.76,54.86,2.94,3.10,3.44,80.01,0.034,-999,-999,-999
8504.0,8444.0,8.17,2.372,0.213,-17.04,58.46,2.41,2.61,2.98,82.70,0.022,-999,-999,-999
8504.5,8444.5,8.12,2.306,0.206,-16.17,46.14,1.95,2.13,2.30,83.75,0.014,-999,-999,-999
8505.0,8445.0,8.11,2.273,0.207,-15.14,32.47,1.54,1.71,1.59,84.91,0.006,-999,-999,-999
8505.5,8445.5,8.12,2.227,0.211,-14.28,23.15,1.37,1.42,1.18,86.30,-0.007,-999,-999,-999
8506.0,8446.0,8.15,2.206,0.212,-13.70,20.31,1.40,1.33,1.06,85.59,-0.008,-999,-999,-999
8506.5,8446.5,8.15,2.257,0.203,-13.28,24.85,1.56,1.40,1.14,83.25,-0.003,-999,-999,-999
8507.0,8447.0,8.14,2.325,0.195,-12.95,35.18,1.90,1.59,1.32,81.89,0.004,-999,-999,-999
8507.5,8447.5,8.15,2.318,0.185,-12.68,37.00,2.13,1.85,1.50,80.51,0.009,-999,-999,-999
8508.0,8448.0,8.15,2.285,0.180,-12.23,34.17,2.14,1.97,1.52,81.00,0.006,233.6,0.219,2.65
8508.5,8448.5,8.15,2.296,0.173,-12.08,25.87,2.07,1.96,1.46,80.55,0.002,-999,-999,-999
8509.0,8449.0,8.15,2.316,0.165,-11.81,25.75,2.06,1.92,1.39,79.90,0.000,-999,-999,-999
8509.5,8449.5,8.14,2.301,0.157,-11.94,25.86,2.17,1.95,1.38,79.24,-0.004,336.2,0.225,2.65
8510.0,8450.0,8.15,2.303,0.152,-11.67,24.08,2.21,2.01,1.46,77.60,-0.002,-999,-999,-999
8510.5,8450.5,8.15,2.305,0.152,-11.41,18.69,2.21,2.01,1.57,77.25,0.003,488.8,0.223,2.64
8511.0,8451.0,8.15,2.316,0.158,-11.24,15.46,2.25,2.01,1.61,78.10,0.008,-999,-999,-999
8511.5,8451.5,8.15,2.341,0.163,-10.94,15.71,2.10,1.95,1.64,78.30,0.013,-999,-999,-999
8512.0,8452.0,8.15,2.303,0.168,-10.66,15.94,1.95,1.80,1.59,78.90,0.010,1230,0.226,2.65
8512.5,8452.5,8.15,2.295,0.175,-10.33,14.70,1.83,1.67,1.48,79.55,0.007,-999,-999,-999
8513.0,8453.0,8.14,2.275,0.175,-10.17,15.02,1.65,1.53,1.38,80.30,0.000,-999,-999,-999
8513.5,8453.5,8.14,2.246,0.174,-10.08,14.97,1.64,1.42,1.22,80.55,-0.004,-999,-999,-999
8514.0,8454.0,8.15,2.252,0.179,-9.92,16.26,1.90,1.49,1.24,79.95,0.004,-999,-999,-999
8514.5,8454.5,8.14,2.310,0.189,-9.88,18.43,2.12,1.66,1.65,80.50,0.015,-999,-999,-999
8515.0,8455.0,8.15,2.396,0.201,-9.86,29.44,2.27,1.79,2.19,80.40,0.030,602.4,0.223,2.65
8515.5,8455.5,8.15,2.367,0.203,-9.84,43.72,2.22,1.84,2.28,81.31,0.021,2.83,0.093,2.69
8516.0,8456.0,8.11,2.291,0.191,-9.89,37.22,1.81,1.70,2.04,82.80,0.007,-999,-999,-999
8516.5,8456.5,8.11,2.277,0.187,-9.75,25.68,1.53,1.43,1.39,82.95,0.009,-999,-999,-999
8517.0,8457.0,8.11,2.263,0.190,-9.75,20.70,1.43,1.25,0.99,83.40,0.011,1249,0.247,2.65
8517.5,8457.5,8.11,2.253,0.197,-9.75,15.89,1.38,1.19,0.89,83.60,0.008,-999,-999,-999
8518.0,8458.0,8.11,2.243,0.197,-9.75,17.04,1.37,1.16,0.85,83.75,0.005,-999,-999,-999
8518.5,8458.5,8.11,2.256,0.195,-9.84,16.96,1.38,1.15,0.82,84.10,0.003,1400,0.259,2.67
8519.0,8459.0,8.11,2.223,0.198,-10.16,18.65,1.46,1.18,0.81,83.80,0.004,-999,-999,-999
8519.5,8459.5,8.11,2.240,0.193,-10.31,17.40,1.60,1.26,0.85,82.09,0.009,1065,0.263,2.66
8520.0,8460.0,8.11,2.254,0.191,-10.49,18.13,1.74,1.36,0.96,81.25,0.014,-999,-999,-999
8520.5,8460.5,8.11,2.268,0.188,-10.48,24.80,1.83,1.45,1.11,81.10,0.013,1211,0.276,2.65
8521.0,8461.0,8.11,2.273,0.188,-10.62,26.68,1.85,1.50,1.18,81.25,0.010,-999,-999,-999
8521.5,8461.5,8.11,2.266,0.189,-10.61,28.33,1.84,1.50,1.19,80.85,0.004,-999,-999,-999
8522.0,8462.0,8.11,2.298,0.186,-10.53,26.35,1.84,1.49,1.14,80.90,0.013,391.9,0.244,2.65
8522.5,8462.5,8.11,2.308,0.187,-10.36,25.86,1.80,1.47,1.14,81.25,0.020,-999,-999,-999
8523.0,8463.0,8.11,2.276,0.192,-10.12,25.59,1.72,1.43,1.14,81.81,0.013,-999,-999,-999
8523.5,8463.5,8.11,2.260,0.203,-10.07,22.30,1.59,1.35,1.09,83.01,0.010,-999,-999,-999
8524.0,8464.0,8.11,2.232,0.214,-9.86,21.17,1.44,1.24,1.00,84.55,0.005,766.5,0.261,2.65
8524.5,8464.5,8.11,2.230,0.225,-9.77,18.42,1.34,1.14,0.89,86.14,0.013,-999,-999,-999
8525.0,8465.0,8.11,2.211,0.230,-9.63,21.81,1.26,1.06,0.80,87.51,0.015,-999,-999,-999
8525.5,8465.5,8.11,2.189,0.236,-9.63,19.30,1.19,1.01,0.71,89.40,0.010,1319,0.298,2.65
8526.0,8466.0,8.11,2.193,0.248,-9.67,16.84,1.16,0.96,0.65,89.90,0.016,-999,-999,-999
8526.5,8466.5,8.11,2.217,0.249,-9.86,15.20,1.13,0.94,0.61,90.50,0.046,-999,-999,-999
8527.0,8467.0,8.11,2.210,0.245,-10.00,17.67,1.10,0.91,0.60,90.90,0.039,1449,0.301,2.65
8527.5,8467.5,8.11,2.195,0.240,-10.04,16.53,1.08,0.89,0.59,90.24,0.024,-999,-999,-999
8528.0,8468.0,8.11,2.198,0.235,-10.18,16.54,1.10,0.89,0.59,88.70,0.030,1382,0.299,2.65
8528.5,8468.5,8.11,2.222,0.228,-10.18,19.05,1.15,0.91,0.61,87.49,0.033,-999,-999,-999
8529.0,8469.0,8.11,2.245,0.219,-10.38,18.29,1.22,0.96,0.65,86.00,0.029,-999,-999,-999
8529.5,8469.5,8.11,2.238,0.206,-10.41,22.40,1.30,1.01,0.70,84.51,0.013,1030,0.279,2.67
8530.0,8470.0,8.11,2.220,0.191,-10.53,21.95,1.41,1.08,0.76,83.90,0.004,-999,-999,-999
8530.5,8470.5,8.11,2.232,0.181,-10.70,22.60,1.55,1.17,0.81,82.29,0.000,1275,0.258,2.65
8531.0,8471.0,8.11,2.272,0.186,-10.97,26.21,1.69,1.27,0.88,80.95,0.003,-999,-999,-999
8531.5,8471.5,8.11,2.287,0.195,-11.13,32.22,1.82,1.37,0.96,80.10,0.011,731.9,0.257,2.65
8532.0,8472.0,8.11,2.270,0.187,-11.34,38.72,1.88,1.45,1.05,80.00,0.010,-999,-999,-999
8532.5,8472.5,8.11,2.277,0.183,-11.32,30.56,1.85,1.48,1.11,80.30,0.012,-999,-999,-999
8533.0,8473.0,8.11,2.274,0.185,-11.71,29.58,1.83,1.46,1.15,79.95,0.011,-999,-999,-999
8533.5,8473.5,8.11,2.267,0.188,-11.64,28.87,1.87,1.46,1.17,79.95,0.007,345.4,0.239,2.65
8534.0,8474.0,8.11,2.286,0.188,-11.86,31.37,1.94,1.50,1.18,79.75,0.010,-999,-999,-999
8534.5,8474.5,8.11,2.295,0.186,-11.79,29.86,1.97,1.54,1.22,80.31,0.010,-999,-999,-999
8535.0,8475.0,8.11,2.302,0.187,-11.75,31.72,1.86,1.52,1.25,81.05,0.017,429.4,0.244,2.65
8535.5,8475.5,8.11,2.288,0.189,-12.01,32.34,1.71,1.43,1.23,81.60,0.025,-999,-999,-999
8536.0,8476.0,8.11,2.247,0.193,-12.25,32.47,1.59,1.33,1.14,82.20,0.008,-999,-999,-999
8536.5,8476.5,8.11,2.250,0.191,-12.34,27.87,1.57,1.28,1.03,82.70,0.003,413.3,0.244,2.64
8537.0,8477.0,8.11,2.287,0.184,-12.68,26.58,1.71,1.31,0.99,82.95,0.016,-999,-999,-999
8537.5,8477.5,8.11,2.325,0.180,-12.90,26.43,1.86,1.43,1.06,83.40,0.027,-999,-999,-999
8538.0,8478.0,8.11,2.328,0.184,-13.11,24.04,1.88,1.52,1.13,83.70,0.010,211.9,0.241,2.65
8538.5,8478.5,8.11,2.334,0.204,-13.69,24.11,1.72,1.50,1.11,84.90,0.013,-999,0.185,2.66
8539.0,8479.0,8.11,2.268,0.219,-13.69,22.24,1.47,1.36,1.00,86.31,0.010,-999,-999,-999
8539.5,8479.5,8.11,2.240,0.232,-13.64,20.17,1.29,1.19,0.84,88.31,0.014,-999,-999,-999
8540.0,8480.0,8.11,2.201,0.245,-13.43,18.66,1.17,1.06,0.72,91.81,0.013,-999,-999,-999
8540.5,8480.5,8.11,2.177,0.254,-13.17,17.00,1.06,0.96,0.64,94.80,0.013,-999,0.298,2.65
8541.0,8481.0,8.11,2.184,0.254,-13.06,15.28,1.03,0.89,0.60,96.35,0.016,-999,-999,-999
8541.5,8481.5,8.11,2.170,0.251,-12.70,14.43,0.98,0.86,0.58,95.80,0.011,-999,-999,-999
8542.0,8482.0,8.11,2.182,0.247,-11.91,15.65,1.00,0.85,0.58,94.60,0.005,2594,0.301,2.65
8542.5,8482.5,8.11,2.181,0.231,-10.81,19.64,1.18,0.91,0.62,91.54,0.006,-999,-999,-999
8543.0,8483.0,8.11,2.213,0.214,-9.83,23.55,1.37,1.06,0.76,88.54,0.007,2272,0.311,2.65
8543.5,8483.5,8.11,2.293,0.206,-9.19,29.37,1.52,1.20,0.95,86.51,0.008,-999,-999,-999
8544.0,8484.0,8.11,2.311,0.197,-8.91,29.66,1.61,1.31,1.07,85.90,0.010,8.31,0.168,2.67
8544.5,8484.5,8.11,2.257,0.194,-8.54,30.65,1.54,1.35,1.08,86.55,-0.001,-999,-999,-999
8545.0,8485.0,8.11,2.248,0.196,-8.19,23.48,1.44,1.29,0.99,86.40,-0.006,-999,-999,-999
8545.5,8485.5,8.11,2.255,0.208,-7.81,22.20,1.36,1.21,0.91,85.95,-0.002,330,0.236,2.67
8546.0,8486.0,8.11,2.235,0.216,-7.04,21.67,1.37,1.17,0.87,85.90,-0.003,-999,-999,-999
8546.5,8486.5,8.11,2.219,0.215,-6.49,27.82,1.39,1.18,0.84,85.20,0.000,-999,-999,-999
8547.0,8487.0,8.11,2.234,0.203,-6.21,23.69,1.32,1.17,0.80,85.60,0.004,-999,-999,-999
8547.5,8487.5,8.11,2.264,0.199,-6.18,19.87,1.32,1.13,0.77,85.60,0.009,-999,-999,-999
8548.0,8488.0,8.11,2.274,0.200,-6.59,15.12,1.33,1.13,0.74,86.20,0.018,-999,-999,-999
8548.5,8488.5,8.11,2.248,0.200,-6.74,17.84,1.27,1.12,0.73,87.05,0.019,-999,-999,-999
8549.0,8489.0,8.11,2.239,0.203,-7.03,17.46,1.22,1.08,0.72,87.70,0.019,1697,0.284,2.64
8549.5,8489.5,8.11,2.249,0.212,-7.56,16.86,1.20,1.04,0.71,87.00,0.033,-999,-999,-999
8550.0,8490.0,8.11,2.206,0.211,-7.56,15.45,1.21,1.04,0.70,86.39,0.015,1261,0.261,2.65
8550.5,8490.5,8.11,2.236,0.195,-7.71,16.21,1.31,1.08,0.70,84.44,0.013,-999,-999,-999
8551.0,8491.0,8.11,2.261,0.180,-8.33,20.56,1.52,1.20,0.77,82.40,0.011,-999,-999,-999
8551.5,8491.5,8.11,2.305,0.169,-8.00,22.49,1.76,1.38,0.91,81.65,0.018,-999,-999,-999
8552.0,8492.0,8.11,2.310,0.170,-8.10,23.96,1.93,1.57,1.06,81.06,0.021,1906,0.265,2.65
8552.5,8492.5,8.11,2.302,0.173,-8.35,24.51,1.95,1.67,1.18,81.80,0.006,-999,-999,-999
8553.0,8493.0,8.11,2.318,0.170,-8.02,23.81,1.81,1.65,1.22,81.55,0.005,201.8,0.201,2.65
8553.5,8493.5,8.11,2.320,0.168,-7.89,22.90,1.70,1.55,1.21,82.30,0.012,-999,-999,-999
8554.0,8494.0,8.11,2.318,0.165,-7.97,22.31,1.66,1.48,1.14,81.90,0.016,371.7,0.217,2.65
8554.5,8494.5,8.11,2.299,0.174,-8.18,17.93,1.61,1.44,1.07,81.40,0.008,-999,-999,-999
8555.0,8495.0,8.11,2.303,0.181,-8.56,19.97,1.60,1.41,1.01,81.10,0.005,432.7,0.219,2.65
8555.5,8495.5,8.11,2.284,0.181,-8.60,20.79,1.71,1.44,1.01,80.70,-0.003,-999,-999,-999
8556.0,8496.0,8.11,2.302,0.187,-8.83,22.73,1.80,1.52,1.14,81.10,0.005,-999,-999,-999
8556.5,8496.5,8.11,2.321,0.198,-9.28,26.80,1.90,1.61,1.31,81.05,0.015,608,0.22,2.65
8557.0,8497.0,8.11,2.301,0.193,-9.34,30.35,2.05,1.73,1.41,80.90,0.006,947.7,0.248,2.65
8557.5,8497.5,8.11,2.287,0.187,-10.09,28.83,2.15,1.86,1.48,81.25,0.001,13.3,0.181,2.66
8558.0,8498.0,8.11,2.307,0.195,-10.36,29.15,2.33,1.97,1.54,80.70,0.006,-999,-999,-999
8558.5,8498.5,8.11,2.352,0.209,-10.36,29.88,2.43,2.10,1.68,79.95,0.008,222.8,0.217,2.65
8559.0,8499.0,8.11,2.383,0.214,-10.48,38.91,2.31,2.11,1.83,80.20,0.014,-999,-999,-999
8559.5,8499.5,8.11,2.331,0.201,-10.35,43.04,2.05,1.97,1.82,80.50,0.011,121.4,0.22,2.66
8560.0,8500.0,8.11,2.294,0.188,-10.02,37.10,1.79,1.76,1.58,80.70,0.008,-999,-999,-999
8560.5,8500.5,8.11,2.259,0.184,-9.85,24.57,1.61,1.58,1.30,80.90,0.002,-999,-999,-999
8561.0,8501.0,8.11,2.262,0.179,-9.79,17.01,1.62,1.49,1.08,80.90,0.005,-999,-999,-999
8561.5,8501.5,8.11,2.296,0.169,-9.94,17.94,1.73,1.54,1.04,80.25,0.013,976.7,0.236,2.65
8562.0,8502.0,8.11,2.329,0.164,-9.95,21.09,1.87,1.65,1.13,80.10,0.018,-999,-999,-999
8562.5,8502.5,8.11,2.324,0.162,-10.07,18.98,2.00,1.78,1.23,79.31,0.013,-999,-999,-999
8563.0,8503.0,8.11,2.320,0.168,-10.37,18.51,2.01,1.85,1.32,80.20,0.010,596.5,0.218,2.65
8563.5,8503.5,8.11,2.313,0.176,-10.62,20.69,1.94,1.84,1.36,80.45,0.013,-999,-999,-999
8564.0,8504.0,8.11,2.293,0.181,-10.90,24.29,1.91,1.79,1.37,80.40,0.007,308.4,0.225,2.66
8564.5,8504.5,8.11,2.305,0.182,-11.32,23.79,1.94,1.77,1.39,80.30,0.009,-999,-999,-999
8565.0,8505.0,8.12,2.311,0.185,-11.84,26.29,2.07,1.82,1.48,79.90,0.013,368.9,0.218,2.66
